p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
47	29	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[-4, 1, -1, 0, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	30	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	30	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	30	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	6	[-2, 1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	30	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	6	[-2, 1, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	30	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	13	[-3, 2, 1, -4, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	31	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	31	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[0, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	31	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	6	[-1, -1, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	31	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	16	[-1, -3, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	31	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	19	[-3, -4, 0, -3, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	32	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	32	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	32	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	7	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	32	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	14	[2, 1, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	32	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	7	[0, 0, 2, -4, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	33	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	33	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	33	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	33	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	14	[-2, -2, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	33	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	10	[-1, 0, 0, 1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	34	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	34	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	34	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	7	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	34	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	6	[0, 0, 1, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	34	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[-1, 0, 1, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	35	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	35	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	35	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	35	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	159	[-4, -2, 0, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	35	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[-1, -1, -1, -4, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	36	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	36	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	36	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	9	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	36	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	6	[1, 0, 0, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	36	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[1, 0, -1, 0, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	37	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	37	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	37	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	26	[-2, 0, 1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	37	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	9	[-1, -1, 1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	37	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[-3, -1, 0, -2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	38	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	38	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	38	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	7	[-2, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	38	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	39	[-3, 1, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	38	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	150	[-5, 3, -3, -3, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	39	4	1	[1, 3, 4]	3	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	39	4	1	[1, 3, 4]	3	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	39	4	1	[1, 3, 4]	3	2	NOT_FOUND	NO_EXACT	54		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	39	4	1	[1, 3, 4]	3	3	FOUND	YES_EXACT	50	[1, -1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	39	4	1	[1, 3, 4]	3	4	FOUND	YES_EXACT	6	[1, -1, 2, -4, 2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	40	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	40	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[0, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	40	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	40	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	6	[0, -1, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	40	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[0, 1, -3, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	41	4	1	[1, 3, 4]	3	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	41	4	1	[1, 3, 4]	3	1	FOUND	YES_EXACT	6	[-1, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	41	4	1	[1, 3, 4]	3	2	NOT_FOUND	NO_EXACT	56		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	41	4	1	[1, 3, 4]	3	3	FOUND	YES_EXACT	78	[-2, -2, -2, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	41	4	1	[1, 3, 4]	3	4	FOUND	YES_EXACT	93	[-1, -1, -3, 0, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	42	4	1	[1, 2, 3, 4]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	42	4	1	[1, 2, 3, 4]	4	1	FOUND	YES_EXACT	6	[0, 0, -1, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	42	4	1	[1, 2, 3, 4]	4	2	FOUND	YES_EXACT	12	[-2, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	42	4	1	[1, 2, 3, 4]	4	3	FOUND	YES_EXACT	22	[-2, 0, 0, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	42	4	1	[1, 2, 3, 4]	4	4	FOUND	YES_EXACT	6	[0, 1, 0, -2, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	43	4	1	[1, 4]	2	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	43	4	1	[1, 4]	2	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	43	4	1	[1, 4]	2	2	NOT_FOUND	NO_EXACT	82		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	43	4	1	[1, 4]	2	3	NOT_FOUND	NO_EXACT	1066		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
47	43	4	1	[1, 4]	2	4	FOUND	YES_EXACT	284	[-5, 2, 2, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
